Assembly,Isolation source,source_level1,source_level2
GCA_050668195.1,ICU Environment,Environmental,Hospital
GCA_050668175.1,ICU Environment,Environmental,Hospital
GCA_050668155.1,ICU Environment,Environmental,Hospital
GCA_050668135.1,ICU Environment,Environmental,Hospital
GCA_050668115.1,ICU Environment,Environmental,Hospital
GCA_050668095.1,ICU Environment,Environmental,Hospital
GCA_050668075.1,ICU Environment,Environmental,Hospital
GCA_050706435.1,ICU Environment,Environmental,Hospital
GCA_050668055.1,ICU Environment,Environmental,Hospital
GCA_050668035.1,ICU Environment,Environmental,Hospital
GCA_050668015.1,ICU Environment,Environmental,Hospital
GCA_050667995.1,ICU Environment,Environmental,Hospital
GCA_050667975.1,ICU Environment,Environmental,Hospital
GCA_050706405.1,ICU Environment,Environmental,Hospital
GCA_050667955.1,ICU Environment,Environmental,Hospital
GCA_050667935.1,ICU Environment,Environmental,Hospital
GCA_050667915.1,ICU Environment,Environmental,Hospital
GCA_050667895.1,ICU Environment,Environmental,Hospital
GCA_050667875.1,ICU Environment,Environmental,Hospital
GCA_050667855.1,ICU Environment,Environmental,Hospital
GCA_050667835.1,ICU Environment,Environmental,Hospital
GCA_050667815.1,ICU Environment,Environmental,Hospital
GCA_050667795.1,ICU Environment,Environmental,Hospital
GCA_050667775.1,ICU Environment,Environmental,Hospital
GCA_050667755.1,ICU Environment,Environmental,Hospital
GCA_050667735.1,ICU Environment,Environmental,Hospital
GCA_050667715.1,ICU Environment,Environmental,Hospital
GCA_050667695.1,ICU Environment,Environmental,Hospital
GCA_050706355.1,ICU Environment,Environmental,Hospital
GCA_050667675.1,ICU Environment,Environmental,Hospital
GCA_050667655.1,ICU Environment,Environmental,Hospital
GCA_050667635.1,ICU Environment,Environmental,Hospital
GCA_050667615.1,ICU Environment,Environmental,Hospital
GCA_050667595.1,ICU Environment,Environmental,Hospital
GCA_050667575.1,ICU Environment,Environmental,Hospital
GCA_050667555.1,ICU Environment,Environmental,Hospital
GCA_050667535.1,ICU Environment,Environmental,Hospital
GCA_050667515.1,clinical,Unknown,Unknown
GCA_050667495.1,clinical,Unknown,Unknown
GCA_050667475.1,clinical,Unknown,Unknown
GCA_050667455.1,ICU Environment,Environmental,Hospital
GCA_050667435.1,clinical,Unknown,Unknown
GCA_050667415.1,clinical,Unknown,Unknown
GCA_050667395.1,clinical,Unknown,Unknown
GCA_050667375.1,clinical,Unknown,Unknown
GCA_050667355.1,clinical,Unknown,Unknown
GCA_050667335.1,clinical,Unknown,Unknown
GCA_050667315.1,clinical,Unknown,Unknown
GCA_050667295.1,clinical,Unknown,Unknown
GCA_050667255.1,clinical,Unknown,Unknown
GCA_050667275.1,clinical,Unknown,Unknown
GCA_050667235.1,ICU Environment,Environmental,Hospital
GCA_050667195.1,clinical,Unknown,Unknown
GCA_050667215.1,clinical,Unknown,Unknown
GCA_050667175.1,clinical,Unknown,Unknown
GCA_050667115.1,clinical,Unknown,Unknown
GCA_050667125.1,ICU Environment,Environmental,Hospital
GCA_050666875.1,ICU Environment,Environmental,Hospital
GCA_050667155.1,ICU Environment,Environmental,Hospital
GCA_050667075.1,clinical,Unknown,Unknown
GCA_050667095.1,clinical,Unknown,Unknown
GCA_050667055.1,clinical,Unknown,Unknown
GCA_050667035.1,clinical,Unknown,Unknown
GCA_050666995.1,clinical,Unknown,Unknown
GCA_050667015.1,clinical,Unknown,Unknown
GCA_050666955.1,clinical,Unknown,Unknown
GCA_050666975.1,clinical,Unknown,Unknown
GCA_050666935.1,clinical,Unknown,Unknown
GCA_050666915.1,clinical,Unknown,Unknown
GCA_050666895.1,ICU Environment,Environmental,Hospital
GCA_050666815.1,ICU Environment,Environmental,Hospital
GCA_050666855.1,ICU Environment,Environmental,Hospital
GCA_050666835.1,ICU Environment,Environmental,Hospital
GCA_050706315.1,ICU Environment,Environmental,Hospital
GCA_050666795.1,ICU Environment,Environmental,Hospital
GCA_050666755.1,ICU Environment,Environmental,Hospital
GCA_050666775.1,ICU Environment,Environmental,Hospital
GCA_050666735.1,ICU Environment,Environmental,Hospital
GCA_050666715.1,ICU Environment,Environmental,Hospital
GCA_050666695.1,ICU Environment,Environmental,Hospital
GCA_050666655.1,ICU Environment,Environmental,Hospital
GCA_050666675.1,ICU Environment,Environmental,Hospital
GCA_050666635.1,ICU Environment,Environmental,Hospital
GCA_050666615.1,ICU Environment,Environmental,Hospital
GCA_050666595.1,ICU Environment,Environmental,Hospital
GCA_050666575.1,ICU Environment,Environmental,Hospital
GCA_050666545.1,ICU Environment,Environmental,Hospital
GCA_050666535.1,ICU Environment,Environmental,Hospital
GCA_050666495.1,ICU Environment,Environmental,Hospital
GCA_050666515.1,ICU Environment,Environmental,Hospital
GCA_050666475.1,ICU Environment,Environmental,Hospital
GCA_050666455.1,ICU Environment,Environmental,Hospital
GCA_050666435.1,ICU Environment,Environmental,Hospital
GCA_050666415.1,ICU Environment,Environmental,Hospital
GCA_050666375.1,ICU Environment,Environmental,Hospital
GCA_050666395.1,clinical,Unknown,Unknown
GCA_050666335.1,clinical,Unknown,Unknown
GCA_050666355.1,clinical,Unknown,Unknown
GCA_050666315.1,clinical,Unknown,Unknown
GCA_050666285.1,clinical,Unknown,Unknown
GCA_050666275.1,clinical,Unknown,Unknown
GCA_050666255.1,clinical,Unknown,Unknown
GCA_050666235.1,clinical,Unknown,Unknown
GCA_050666215.1,clinical,Unknown,Unknown
GCA_050666195.1,clinical,Unknown,Unknown
GCA_050666175.1,environmental,Unknown,Unknown
GCA_050666155.1,environmental,Unknown,Unknown
GCA_050666135.1,environmental,Unknown,Unknown
GCA_050666115.1,clinical,Unknown,Unknown
GCA_050666095.1,environmental,Unknown,Unknown
GCA_050666075.1,environmental,Unknown,Unknown
GCA_050666055.1,environmental,Unknown,Unknown
GCA_050666015.1,environmental,Unknown,Unknown
GCA_050666035.1,environmental,Unknown,Unknown
GCA_050665995.1,environmental,Unknown,Unknown
GCA_050665955.1,environmental,Unknown,Unknown
GCA_050665975.1,environmental,Unknown,Unknown
GCA_050665935.1,environmental,Unknown,Unknown
GCA_050665915.1,environmental,Unknown,Unknown
GCA_050665895.1,clinical,Unknown,Unknown
GCA_050665875.1,environmental,Unknown,Unknown
GCA_050665855.1,environmental,Unknown,Unknown
GCA_050706245.1,environmental,Unknown,Unknown
GCA_050665835.1,environmental,Unknown,Unknown
GCA_050665815.1,environmental,Unknown,Unknown
GCA_050665795.1,environmental,Unknown,Unknown
GCA_050665775.1,environmental,Unknown,Unknown
GCA_050665755.1,environmental,Unknown,Unknown
GCA_050665735.1,environmental,Unknown,Unknown
GCA_050665715.1,environmental,Unknown,Unknown
GCA_050665695.1,clinical,Unknown,Unknown
GCA_050665655.1,environmental,Unknown,Unknown
GCA_050665675.1,environmental,Unknown,Unknown
GCA_050665635.1,environmental,Unknown,Unknown
GCA_050665595.1,environmental,Unknown,Unknown
GCA_050665615.1,environmental,Unknown,Unknown
GCA_050665575.1,environmental,Unknown,Unknown
GCA_050706295.1,environmental,Unknown,Unknown
GCA_050665535.1,environmental,Unknown,Unknown
GCA_050665555.1,environmental,Unknown,Unknown
GCA_050665515.1,environmental,Unknown,Unknown
GCA_050665495.1,environmental,Unknown,Unknown
GCA_050665475.1,environmental,Unknown,Unknown
GCA_050706205.1,environmental,Unknown,Unknown
GCA_050665455.1,environmental,Unknown,Unknown
GCA_050665415.1,environmental,Unknown,Unknown
GCA_050665435.1,clinical,Unknown,Unknown
GCA_050665395.1,environmental,Unknown,Unknown
GCA_050665375.1,environmental,Unknown,Unknown
GCA_050665355.1,environmental,Unknown,Unknown
GCA_050665335.1,environmental,Unknown,Unknown
GCA_050665295.1,environmental,Unknown,Unknown
GCA_050665315.1,environmental,Unknown,Unknown
GCA_050665275.1,environmental,Unknown,Unknown
GCA_050665255.1,environmental,Unknown,Unknown
GCA_050665235.1,environmental,Unknown,Unknown
GCA_050665215.1,environmental,Unknown,Unknown
GCA_050711545.1,clinical,Unknown,Unknown
GCA_050665195.1,environmental,Unknown,Unknown
GCA_050665175.1,environmental,Unknown,Unknown
GCA_050706175.1,environmental,Unknown,Unknown
GCA_050665155.1,environmental,Unknown,Unknown
GCA_050665135.1,environmental,Unknown,Unknown
GCA_050706145.1,environmental,Unknown,Unknown
GCA_050665115.1,environmental,Unknown,Unknown
GCA_050706105.1,environmental,Unknown,Unknown
GCA_050665095.1,environmental,Unknown,Unknown
GCA_050665075.1,clinical,Unknown,Unknown
GCA_050706055.1,environmental,Unknown,Unknown
GCA_050665055.1,environmental,Unknown,Unknown
GCA_050665035.1,environmental,Unknown,Unknown
GCA_050665015.1,clinical,Unknown,Unknown
GCA_050664995.1,clinical,Unknown,Unknown
GCA_050664975.1,environmental,Unknown,Unknown
GCA_050664955.1,clinical,Unknown,Unknown
GCA_050664935.1,clinical,Unknown,Unknown
GCA_050664915.1,clinical,Unknown,Unknown
GCA_050664895.1,clinical,Unknown,Unknown
GCA_050706035.1,clinical,Unknown,Unknown
GCA_050706015.1,clinical,Unknown,Unknown
GCA_050664875.1,clinical,Unknown,Unknown
GCA_050664855.1,clinical,Unknown,Unknown
GCA_050664815.1,clinical,Unknown,Unknown
GCA_050664835.1,environmental,Unknown,Unknown
GCA_050664795.1,clinical,Unknown,Unknown
GCA_050664755.1,clinical,Unknown,Unknown
GCA_050664775.1,clinical,Unknown,Unknown
GCA_050664735.1,clinical,Unknown,Unknown
GCA_050664715.1,clinical,Unknown,Unknown
GCA_050705995.1,clinical,Unknown,Unknown
GCA_050664695.1,clinical,Unknown,Unknown
GCA_050664675.1,clinical,Unknown,Unknown
GCA_050664615.1,clinical,Unknown,Unknown
GCA_050664635.1,clinical,Unknown,Unknown
GCA_050705955.1,environmental,Unknown,Unknown
GCA_050664655.1,clinical,Unknown,Unknown
GCA_050664575.1,clinical,Unknown,Unknown
GCA_050664595.1,clinical,Unknown,Unknown
GCA_050664555.1,clinical,Unknown,Unknown
GCA_050664535.1,clinical,Unknown,Unknown
GCA_050664515.1,clinical,Unknown,Unknown
GCA_050664495.1,clinical,Unknown,Unknown
GCA_050664475.1,clinical,Unknown,Unknown
GCA_050664435.1,clinical,Unknown,Unknown
GCA_050664455.1,clinical,Unknown,Unknown
GCA_050664415.1,clinical,Unknown,Unknown
GCA_050664375.1,clinical,Unknown,Unknown
GCA_050705875.1,clinical,Unknown,Unknown
GCA_050705855.1,clinical,Unknown,Unknown
GCA_050664395.1,clinical,Unknown,Unknown
GCA_050664355.1,clinical,Unknown,Unknown
GCA_050664335.1,clinical,Unknown,Unknown
GCA_050664315.1,clinical,Unknown,Unknown
GCA_050664295.1,clinical,Unknown,Unknown
GCA_050664275.1,clinical,Unknown,Unknown
GCA_050664255.1,clinical,Unknown,Unknown
GCA_050664235.1,clinical,Unknown,Unknown
GCA_050664215.1,clinical,Unknown,Unknown
GCA_050664195.1,clinical,Unknown,Unknown
GCA_050664175.1,clinical,Unknown,Unknown
GCA_050664155.1,clinical,Unknown,Unknown
GCA_050664135.1,clinical,Unknown,Unknown
GCA_050664115.1,clinical,Unknown,Unknown
GCA_050664075.1,clinical,Unknown,Unknown
GCA_050664095.1,clinical,Unknown,Unknown
GCA_050664055.1,clinical,Unknown,Unknown
GCA_050664015.1,clinical,Unknown,Unknown
GCA_050664035.1,clinical,Unknown,Unknown
GCA_050663995.1,clinical,Unknown,Unknown
GCA_050663975.1,clinical,Unknown,Unknown
GCA_050663955.1,clinical,Unknown,Unknown
GCA_050663935.1,clinical,Unknown,Unknown
GCA_050663915.1,clinical,Unknown,Unknown
GCA_050663895.1,clinical,Unknown,Unknown
GCA_050663855.1,clinical,Unknown,Unknown
GCA_050663875.1,clinical,Unknown,Unknown
GCA_050663835.1,clinical,Unknown,Unknown
GCA_050663815.1,clinical,Unknown,Unknown
GCA_050663795.1,clinical,Unknown,Unknown
GCA_050663775.1,clinical,Unknown,Unknown
GCA_050663755.1,clinical,Unknown,Unknown
GCA_050663735.1,clinical,Unknown,Unknown
GCA_050663715.1,clinical,Unknown,Unknown
GCA_050663695.1,clinical,Unknown,Unknown
GCA_050663675.1,clinical,Unknown,Unknown
GCA_050663655.1,clinical,Unknown,Unknown
GCA_050663635.1,clinical,Unknown,Unknown
GCA_050663615.1,clinical,Unknown,Unknown
GCA_050663595.1,clinical,Unknown,Unknown
GCA_050663575.1,clinical,Unknown,Unknown
GCA_050663555.1,clinical,Unknown,Unknown
GCA_050663535.1,clinical,Unknown,Unknown
GCA_050663515.1,clinical,Unknown,Unknown
GCA_050663495.1,clinical,Unknown,Unknown
GCA_050663475.1,clinical,Unknown,Unknown
GCA_050663455.1,clinical,Unknown,Unknown
GCA_050663435.1,clinical,Unknown,Unknown
GCA_050663415.1,clinical,Unknown,Unknown
GCA_050663395.1,clinical,Unknown,Unknown
GCA_050663375.1,clinical,Unknown,Unknown
GCA_050663355.1,clinical,Unknown,Unknown
GCA_050663335.1,clinical,Unknown,Unknown
GCA_050663315.1,clinical,Unknown,Unknown
GCA_050663295.1,clinical,Unknown,Unknown
GCA_050663275.1,clinical,Unknown,Unknown
GCA_050663235.1,clinical,Unknown,Unknown
GCA_050663255.1,clinical,Unknown,Unknown
GCA_050663215.1,clinical,Unknown,Unknown
GCA_050663175.1,clinical,Unknown,Unknown
GCA_050663195.1,clinical,Unknown,Unknown
GCA_050663155.1,clinical,Unknown,Unknown
GCA_050663135.1,clinical,Unknown,Unknown
GCA_050663115.1,clinical,Unknown,Unknown
GCA_050663095.1,clinical,Unknown,Unknown
GCA_050663075.1,clinical,Unknown,Unknown
GCA_050663055.1,clinical,Unknown,Unknown
GCA_050663035.1,clinical,Unknown,Unknown
GCA_050663015.1,clinical,Unknown,Unknown
GCA_050662995.1,clinical,Unknown,Unknown
GCA_050662965.1,clinical,Unknown,Unknown
GCA_050662935.1,clinical,Unknown,Unknown
GCA_050662915.1,clinical,Unknown,Unknown
GCA_050705835.1,clinical,Unknown,Unknown
GCA_050662895.1,clinical,Unknown,Unknown
GCA_050662855.1,clinical,Unknown,Unknown
GCA_050662835.1,clinical,Unknown,Unknown
GCA_050662875.1,clinical,Unknown,Unknown
GCA_050662815.1,clinical,Unknown,Unknown
GCA_050662795.1,clinical,Unknown,Unknown
GCA_050662775.1,clinical,Unknown,Unknown
GCA_050662755.1,clinical,Unknown,Unknown
GCA_050662735.1,clinical,Unknown,Unknown
GCA_050662695.1,clinical,Unknown,Unknown
GCA_050662675.1,clinical,Unknown,Unknown
GCA_050662655.1,clinical,Unknown,Unknown
GCA_050662635.1,clinical,Unknown,Unknown
GCA_050662615.1,clinical,Unknown,Unknown
GCA_050662595.1,clinical,Unknown,Unknown
GCA_050662535.1,clinical,Unknown,Unknown
GCA_050662555.1,clinical,Unknown,Unknown
GCA_050662575.1,clinical,Unknown,Unknown
GCA_050662515.1,clinical,Unknown,Unknown
GCA_050662495.1,clinical,Unknown,Unknown
GCA_050662715.1,clinical,Unknown,Unknown
GCA_050662475.1,clinical,Unknown,Unknown
GCA_050662455.1,clinical,Unknown,Unknown
GCA_050662435.1,clinical,Unknown,Unknown
GCA_050662415.1,clinical,Unknown,Unknown
GCA_050662375.1,clinical,Unknown,Unknown
GCA_050662395.1,clinical,Unknown,Unknown
GCA_050662355.1,clinical,Unknown,Unknown
GCA_050662335.1,clinical,Unknown,Unknown
GCA_050662315.1,clinical,Unknown,Unknown
GCA_050662295.1,clinical,Unknown,Unknown
GCA_050662275.1,clinical,Unknown,Unknown
GCA_050662255.1,clinical,Unknown,Unknown
GCA_050662235.1,clinical,Unknown,Unknown
GCA_050662215.1,clinical,Unknown,Unknown
GCA_050662195.1,clinical,Unknown,Unknown
GCA_050662175.1,clinical,Unknown,Unknown
GCA_050662155.1,clinical,Unknown,Unknown
GCA_050662135.1,clinical,Unknown,Unknown
GCA_050662115.1,clinical,Unknown,Unknown
GCA_050662095.1,clinical,Unknown,Unknown
GCA_050662075.1,clinical,Unknown,Unknown
GCA_050662055.1,clinical,Unknown,Unknown
GCA_050662035.1,clinical,Unknown,Unknown
GCA_050661995.1,clinical,Unknown,Unknown
GCA_050662015.1,clinical,Unknown,Unknown
GCA_050661975.1,clinical,Unknown,Unknown
GCA_050661955.1,environmental,Unknown,Unknown
GCA_050661935.1,clinical,Unknown,Unknown
GCA_050661915.1,environmental,Unknown,Unknown
GCA_050661895.1,environmental,Unknown,Unknown
GCA_050661875.1,environmental,Unknown,Unknown
GCA_050661855.1,environmental,Unknown,Unknown
GCA_050661835.1,environmental,Unknown,Unknown
GCA_050661815.1,environmental,Unknown,Unknown
GCA_050661795.1,environmental,Unknown,Unknown
GCA_050661775.1,environmental,Unknown,Unknown
GCA_050661755.1,environmental,Unknown,Unknown
GCA_050661735.1,environmental,Unknown,Unknown
GCA_050661695.1,environmental,Unknown,Unknown
GCA_050661715.1,environmental,Unknown,Unknown
GCA_050661675.1,environmental,Unknown,Unknown
GCA_050661655.1,environmental,Unknown,Unknown
GCA_050661635.1,environmental,Unknown,Unknown
GCA_050661615.1,environmental,Unknown,Unknown
GCA_050661595.1,environmental,Unknown,Unknown
GCA_050661555.1,environmental,Unknown,Unknown
GCA_050661575.1,environmental,Unknown,Unknown
GCA_050661535.1,environmental,Unknown,Unknown
GCA_050661515.1,clinical,Unknown,Unknown
GCA_050661495.1,environmental,Unknown,Unknown
GCA_050661475.1,environmental,Unknown,Unknown
GCA_050661455.1,environmental,Unknown,Unknown
GCA_050661435.1,environmental,Unknown,Unknown
GCA_050661415.1,environmental,Unknown,Unknown
GCA_050661395.1,environmental,Unknown,Unknown
GCA_050661355.1,environmental,Unknown,Unknown
GCA_050661375.1,environmental,Unknown,Unknown
GCA_050661335.1,environmental,Unknown,Unknown
GCA_050661315.1,environmental,Unknown,Unknown
GCA_050661295.1,environmental,Unknown,Unknown
GCA_050661255.1,environmental,Unknown,Unknown
GCA_050661275.1,environmental,Unknown,Unknown
GCA_050661235.1,environmental,Unknown,Unknown
GCA_050661195.1,clinical,Unknown,Unknown
GCA_050661215.1,environmental,Unknown,Unknown
GCA_050661175.1,environmental,Unknown,Unknown
GCA_050661135.1,environmental,Unknown,Unknown
GCA_050661155.1,environmental,Unknown,Unknown
GCA_050661115.1,environmental,Unknown,Unknown
GCA_050661095.1,environmental,Unknown,Unknown
GCA_050661075.1,environmental,Unknown,Unknown
GCA_050661055.1,environmental,Unknown,Unknown
GCA_050661035.1,environmental,Unknown,Unknown
GCA_050661015.1,environmental,Unknown,Unknown
GCA_050660995.1,clinical,Unknown,Unknown
GCA_050660975.1,environmental,Unknown,Unknown
GCA_050660955.1,environmental,Unknown,Unknown
GCA_050660935.1,environmental,Unknown,Unknown
GCA_050660915.1,environmental,Unknown,Unknown
GCA_050660895.1,environmental,Unknown,Unknown
GCA_050660875.1,environmental,Unknown,Unknown
GCA_050660855.1,environmental,Unknown,Unknown
GCA_050705795.1,environmental,Unknown,Unknown
GCA_050660835.1,environmental,Unknown,Unknown
GCA_050660815.1,environmental,Unknown,Unknown
GCA_050660795.1,clinical,Unknown,Unknown
GCA_050660775.1,clinical,Unknown,Unknown
GCA_050660715.1,clinical,Unknown,Unknown
GCA_050660735.1,clinical,Unknown,Unknown
GCA_050660685.1,clinical,Unknown,Unknown
GCA_050660665.1,clinical,Unknown,Unknown
GCA_050660645.1,clinical,Unknown,Unknown
GCA_050660605.1,clinical,Unknown,Unknown
GCA_050660585.1,clinical,Unknown,Unknown
GCA_050660625.1,clinical,Unknown,Unknown
GCA_050660565.1,clinical,Unknown,Unknown
GCA_050705775.1,clinical,Unknown,Unknown
GCA_050660525.1,clinical,Unknown,Unknown
GCA_050660545.1,clinical,Unknown,Unknown
GCA_050705755.1,clinical,Unknown,Unknown
GCA_050660505.1,clinical,Unknown,Unknown
GCA_050660485.1,clinical,Unknown,Unknown
GCA_050660465.1,clinical,Unknown,Unknown
GCA_050660445.1,clinical,Unknown,Unknown
GCA_050660425.1,clinical,Unknown,Unknown
GCA_050660405.1,clinical,Unknown,Unknown
GCA_050660385.1,clinical,Unknown,Unknown
GCA_050660345.1,clinical,Unknown,Unknown
GCA_050660365.1,clinical,Unknown,Unknown
GCA_050660325.1,clinical,Unknown,Unknown
GCA_050660305.1,clinical,Unknown,Unknown
GCA_050660285.1,clinical,Unknown,Unknown
GCA_050660265.1,clinical,Unknown,Unknown
GCA_050660245.1,clinical,Unknown,Unknown
GCA_050660225.1,clinical,Unknown,Unknown
GCA_050660205.1,clinical,Unknown,Unknown
GCA_050660185.1,clinical,Unknown,Unknown
GCA_050660165.1,clinical,Unknown,Unknown
GCA_050660125.1,clinical,Unknown,Unknown
GCA_050660145.1,clinical,Unknown,Unknown
GCA_050660105.1,clinical,Unknown,Unknown
GCA_050660085.1,clinical,Unknown,Unknown
GCA_050660065.1,clinical,Unknown,Unknown
GCA_050660045.1,clinical,Unknown,Unknown
GCA_050660025.1,clinical,Unknown,Unknown
GCA_050660005.1,clinical,Unknown,Unknown
GCA_050659985.1,clinical,Unknown,Unknown
GCA_050659965.1,clinical,Unknown,Unknown
GCA_050659945.1,clinical,Unknown,Unknown
GCA_050659925.1,clinical,Unknown,Unknown
GCA_050659905.1,clinical,Unknown,Unknown
GCA_050659885.1,clinical,Unknown,Unknown
GCA_050659865.1,clinical,Unknown,Unknown
GCA_050659845.1,clinical,Unknown,Unknown
GCA_050659825.1,clinical,Unknown,Unknown
GCA_050659805.1,clinical,Unknown,Unknown
GCA_050659785.1,clinical,Unknown,Unknown
GCA_050659765.1,clinical,Unknown,Unknown
GCA_050659745.1,clinical,Unknown,Unknown
GCA_050659725.1,clinical,Unknown,Unknown
GCA_050659705.1,clinical,Unknown,Unknown
GCA_050659685.1,clinical,Unknown,Unknown
GCA_050659665.1,clinical,Unknown,Unknown
GCA_050659645.1,clinical,Unknown,Unknown
GCA_050659625.1,clinical,Unknown,Unknown
GCA_050659605.1,clinical,Unknown,Unknown
GCA_050659585.1,clinical,Unknown,Unknown
GCA_050659565.1,clinical,Unknown,Unknown
GCA_050659545.1,clinical,Unknown,Unknown
GCA_050659525.1,clinical,Unknown,Unknown
GCA_050659505.1,clinical,Unknown,Unknown
GCA_050659485.1,clinical,Unknown,Unknown
GCA_050659465.1,clinical,Unknown,Unknown
GCA_050659445.1,clinical,Unknown,Unknown
GCA_050659425.1,clinical,Unknown,Unknown
GCA_050659405.1,clinical,Unknown,Unknown
GCA_050659385.1,clinical,Unknown,Unknown
GCA_050659365.1,clinical,Unknown,Unknown
GCA_050659345.1,clinical,Unknown,Unknown
GCA_050659305.1,clinical,Unknown,Unknown
GCA_050659325.1,environmental,Unknown,Unknown
GCA_050659285.1,environmental,Unknown,Unknown
GCA_050659245.1,clinical,Unknown,Unknown
GCA_050659265.1,environmental,Unknown,Unknown
GCA_050659225.1,environmental,Unknown,Unknown
GCA_050659185.1,environmental,Unknown,Unknown
GCA_050659205.1,environmental,Unknown,Unknown
GCA_050659165.1,environmental,Unknown,Unknown
GCA_050659145.1,environmental,Unknown,Unknown
GCA_050659125.1,environmental,Unknown,Unknown
GCA_050659105.1,environmental,Unknown,Unknown
GCA_050659065.1,environmental,Unknown,Unknown
GCA_050659085.1,environmental,Unknown,Unknown
GCA_050659045.1,clinical,Unknown,Unknown
GCA_050659025.1,environmental,Unknown,Unknown
GCA_050705975.1,environmental,Unknown,Unknown
GCA_050659005.1,environmental,Unknown,Unknown
GCA_050658985.1,environmental,Unknown,Unknown
GCA_050658965.1,environmental,Unknown,Unknown
GCA_050658925.1,environmental,Unknown,Unknown
GCA_050658945.1,environmental,Unknown,Unknown
GCA_050658905.1,environmental,Unknown,Unknown
GCA_050658885.1,environmental,Unknown,Unknown
GCA_050658865.1,environmental,Unknown,Unknown
GCA_050658845.1,clinical,Unknown,Unknown
GCA_050658825.1,environmental,Unknown,Unknown
GCA_050658805.1,environmental,Unknown,Unknown
GCA_050658785.1,environmental,Unknown,Unknown
GCA_050658765.1,environmental,Unknown,Unknown
GCA_050658745.1,environmental,Unknown,Unknown
GCA_050658725.1,environmental,Unknown,Unknown
GCA_050658685.1,environmental,Unknown,Unknown
GCA_050658705.1,environmental,Unknown,Unknown
GCA_050658665.1,environmental,Unknown,Unknown
GCA_050658645.1,environmental,Unknown,Unknown
GCA_050658625.1,environmental,Unknown,Unknown
GCA_050658605.1,environmental,Unknown,Unknown
GCA_050658585.1,environmental,Unknown,Unknown
GCA_050658545.1,environmental,Unknown,Unknown
GCA_050658565.1,environmental,Unknown,Unknown
GCA_050658525.1,environmental,Unknown,Unknown
GCA_050658485.1,environmental,Unknown,Unknown
GCA_050658505.1,environmental,Unknown,Unknown
GCA_050658465.1,environmental,Unknown,Unknown
GCA_050658425.1,environmental,Unknown,Unknown
GCA_050658445.1,environmental,Unknown,Unknown
GCA_050658405.1,clinical,Unknown,Unknown
GCA_050658385.1,environmental,Unknown,Unknown
GCA_050658365.1,environmental,Unknown,Unknown
GCA_050658345.1,environmental,Unknown,Unknown
GCA_050658325.1,environmental,Unknown,Unknown
GCA_050658305.1,environmental,Unknown,Unknown
GCA_050658285.1,environmental,Unknown,Unknown
GCA_050658265.1,environmental,Unknown,Unknown
GCA_050658245.1,environmental,Unknown,Unknown
GCA_050658225.1,environmental,Unknown,Unknown
GCA_050658185.1,environmental,Unknown,Unknown
GCA_050658205.1,clinical,Unknown,Unknown
GCA_050705735.1,environmental,Unknown,Unknown
GCA_050658165.1,environmental,Unknown,Unknown
GCA_050658145.1,environmental,Unknown,Unknown
GCA_050658125.1,environmental,Unknown,Unknown
GCA_050658105.1,clinical,Unknown,Unknown
GCA_050658085.1,clinical,Unknown,Unknown
GCA_050658065.1,clinical,Unknown,Unknown
GCA_050658045.1,clinical,Unknown,Unknown
GCA_050658005.1,clinical,Unknown,Unknown
GCA_050658025.1,clinical,Unknown,Unknown
GCA_050657985.1,clinical,Unknown,Unknown
GCA_050657945.1,clinical,Unknown,Unknown
GCA_050657965.1,clinical,Unknown,Unknown
GCA_050657925.1,clinical,Unknown,Unknown
GCA_050657905.1,clinical,Unknown,Unknown
GCA_050657885.1,clinical,Unknown,Unknown
GCA_050657865.1,clinical,Unknown,Unknown
GCA_050657845.1,clinical,Unknown,Unknown
GCA_050657825.1,clinical,Unknown,Unknown
GCA_050657785.1,clinical,Unknown,Unknown
GCA_050657805.1,clinical,Unknown,Unknown
GCA_050657765.1,clinical,Unknown,Unknown
GCA_050657725.1,clinical,Unknown,Unknown
GCA_050657745.1,clinical,Unknown,Unknown
GCA_050657705.1,clinical,Unknown,Unknown
GCA_050657665.1,clinical,Unknown,Unknown
GCA_050657685.1,clinical,Unknown,Unknown
GCA_050657645.1,clinical,Unknown,Unknown
GCA_050657605.1,clinical,Unknown,Unknown
GCA_050657625.1,clinical,Unknown,Unknown
GCA_050657585.1,clinical,Unknown,Unknown
GCA_050657545.1,clinical,Unknown,Unknown
GCA_050657555.1,clinical,Unknown,Unknown
GCA_050657525.1,clinical,Unknown,Unknown
GCA_050657505.1,clinical,Unknown,Unknown
GCA_050657465.1,clinical,Unknown,Unknown
GCA_050657485.1,clinical,Unknown,Unknown
GCA_050657425.1,clinical,Unknown,Unknown
GCA_050657445.1,clinical,Unknown,Unknown
GCA_050657405.1,clinical,Unknown,Unknown
GCA_050657365.1,clinical,Unknown,Unknown
GCA_050657385.1,clinical,Unknown,Unknown
GCA_050657345.1,clinical,Unknown,Unknown
GCA_050657305.1,clinical,Unknown,Unknown
GCA_050657285.1,clinical,Unknown,Unknown
GCA_050657245.1,clinical,Unknown,Unknown
GCA_050657195.1,clinical,Unknown,Unknown
GCA_050657175.1,clinical,Unknown,Unknown
GCA_050657135.1,clinical,Unknown,Unknown
GCA_050657075.1,clinical,Unknown,Unknown
GCA_050657115.1,clinical,Unknown,Unknown
