Assembly,Isolation source,source_level1,source_level2
GCA_050657035.1,clinical,Unknown,Unknown
GCA_050656995.1,clinical,Unknown,Unknown
GCA_050656975.1,clinical,Unknown,Unknown
GCA_050656955.1,clinical,Unknown,Unknown
GCA_050656935.1,clinical,Unknown,Unknown
GCA_050656885.1,clinical,Unknown,Unknown
GCA_050656905.1,clinical,Unknown,Unknown
GCA_050656825.1,clinical,Unknown,Unknown
GCA_050656805.1,clinical,Unknown,Unknown
GCA_050656785.1,clinical,Unknown,Unknown
GCA_050656725.1,clinical,Unknown,Unknown
GCA_050656685.1,clinical,Unknown,Unknown
GCA_050656705.1,clinical,Unknown,Unknown
GCA_050656625.1,clinical,Unknown,Unknown
GCA_050656595.1,clinical,Unknown,Unknown
GCA_050656575.1,clinical,Unknown,Unknown
GCA_050656555.1,clinical,Unknown,Unknown
GCA_050656475.1,clinical,Unknown,Unknown
GCA_050656515.1,clinical,Unknown,Unknown
GCA_050656455.1,clinical,Unknown,Unknown
GCA_050656435.1,clinical,Unknown,Unknown
GCA_050656415.1,clinical,Unknown,Unknown
GCA_050656375.1,clinical,Unknown,Unknown
GCA_050656355.1,clinical,Unknown,Unknown
GCA_050656325.1,clinical,Unknown,Unknown
GCA_050656295.1,clinical,Unknown,Unknown
GCA_050656275.1,clinical,Unknown,Unknown
GCA_050656255.1,clinical,Unknown,Unknown
GCA_050656235.1,clinical,Unknown,Unknown
GCA_050656145.1,clinical,Unknown,Unknown
GCA_050656105.1,clinical,Unknown,Unknown
GCA_050656125.1,clinical,Unknown,Unknown
GCA_050656025.1,clinical,Unknown,Unknown
GCA_050656005.1,clinical,Unknown,Unknown
GCA_050655985.1,clinical,Unknown,Unknown
GCA_050655925.1,clinical,Unknown,Unknown
GCA_050655895.1,clinical,Unknown,Unknown
GCA_052914545.1,clinical,Unknown,Unknown
GCA_050655875.1,clinical,Unknown,Unknown
GCA_050655835.1,clinical,Unknown,Unknown
GCA_050655795.1,clinical,Unknown,Unknown
GCA_050655775.1,clinical,Unknown,Unknown
GCA_050655755.1,clinical,Unknown,Unknown
GCA_050655705.1,clinical,Unknown,Unknown
GCA_050655685.1,clinical,Unknown,Unknown
GCA_050655665.1,clinical,Unknown,Unknown
GCA_050655645.1,clinical,Unknown,Unknown
GCA_050655615.1,clinical,Unknown,Unknown
GCA_050655585.1,clinical,Unknown,Unknown
GCA_050655565.1,clinical,Unknown,Unknown
GCA_050655545.1,clinical,Unknown,Unknown
GCA_050655495.1,clinical,Unknown,Unknown
GCA_050655475.1,clinical,Unknown,Unknown
GCA_050655455.1,clinical,Unknown,Unknown
GCA_050655395.1,clinical,Unknown,Unknown
GCA_050655415.1,clinical,Unknown,Unknown
GCA_050655375.1,clinical,Unknown,Unknown
GCA_050655355.1,clinical,Unknown,Unknown
GCA_050655335.1,clinical,Unknown,Unknown
GCA_050655315.1,clinical,Unknown,Unknown
GCA_050655295.1,clinical,Unknown,Unknown
GCA_050655275.1,clinical,Unknown,Unknown
GCA_050655255.1,clinical,Unknown,Unknown
GCA_050655235.1,clinical,Unknown,Unknown
GCA_050655215.1,clinical,Unknown,Unknown
GCA_050655195.1,clinical,Unknown,Unknown
GCA_050655175.1,clinical,Unknown,Unknown
GCA_050655155.1,clinical,Unknown,Unknown
GCA_050655135.1,clinical,Unknown,Unknown
GCA_050655095.1,clinical,Unknown,Unknown
GCA_050655115.1,clinical,Unknown,Unknown
GCA_050655075.1,clinical,Unknown,Unknown
GCA_050655055.1,clinical,Unknown,Unknown
GCA_050655035.1,clinical,Unknown,Unknown
GCA_050655015.1,clinical,Unknown,Unknown
GCA_050654995.1,clinical,Unknown,Unknown
GCA_050654955.1,clinical,Unknown,Unknown
GCA_050654975.1,clinical,Unknown,Unknown
GCA_050654935.1,clinical,Unknown,Unknown
GCA_050654915.1,clinical,Unknown,Unknown
GCA_050654895.1,clinical,Unknown,Unknown
GCA_050654875.1,clinical,Unknown,Unknown
GCA_050654855.1,clinical,Unknown,Unknown
GCA_050654835.1,clinical,Unknown,Unknown
GCA_050654815.1,clinical,Unknown,Unknown
GCA_050654795.1,clinical,Unknown,Unknown
GCA_050654775.1,clinical,Unknown,Unknown
GCA_050654755.1,clinical,Unknown,Unknown
GCA_050654715.1,clinical,Unknown,Unknown
GCA_050654735.1,clinical,Unknown,Unknown
GCA_050654695.1,clinical,Unknown,Unknown
GCA_050654675.1,clinical,Unknown,Unknown
GCA_050654655.1,clinical,Unknown,Unknown
GCA_050654635.1,clinical,Unknown,Unknown
GCA_050654615.1,clinical,Unknown,Unknown
GCA_050654595.1,clinical,Unknown,Unknown
GCA_050654575.1,clinical,Unknown,Unknown
GCA_050654555.1,clinical,Unknown,Unknown
GCA_050654535.1,clinical,Unknown,Unknown
GCA_050654495.1,clinical,Unknown,Unknown
GCA_050654515.1,clinical,Unknown,Unknown
GCA_050654475.1,clinical,Unknown,Unknown
GCA_050654435.1,clinical,Unknown,Unknown
GCA_050654455.1,clinical,Unknown,Unknown
GCA_050654415.1,clinical,Unknown,Unknown
GCA_050654375.1,clinical,Unknown,Unknown
GCA_050654395.1,clinical,Unknown,Unknown
GCA_050654355.1,clinical,Unknown,Unknown
GCA_050654335.1,clinical,Unknown,Unknown
GCA_050654315.1,clinical,Unknown,Unknown
GCA_050654295.1,clinical,Unknown,Unknown
GCA_050654255.1,clinical,Unknown,Unknown
GCA_050654265.1,clinical,Unknown,Unknown
GCA_050654235.1,clinical,Unknown,Unknown
GCA_050654215.1,clinical,Unknown,Unknown
GCA_050654195.1,clinical,Unknown,Unknown
GCA_050654175.1,clinical,Unknown,Unknown
GCA_050654135.1,clinical,Unknown,Unknown
GCA_050654155.1,clinical,Unknown,Unknown
GCA_050654115.1,clinical,Unknown,Unknown
GCA_050654095.1,clinical,Unknown,Unknown
GCA_050654075.1,clinical,Unknown,Unknown
GCA_050654055.1,clinical,Unknown,Unknown
GCA_050654035.1,clinical,Unknown,Unknown
GCA_050654015.1,clinical,Unknown,Unknown
GCA_050653995.1,clinical,Unknown,Unknown
GCA_050653975.1,clinical,Unknown,Unknown
GCA_050653955.1,clinical,Unknown,Unknown
GCA_050653935.1,clinical,Unknown,Unknown
GCA_050653915.1,clinical,Unknown,Unknown
GCA_050653895.1,clinical,Unknown,Unknown
GCA_050653875.1,clinical,Unknown,Unknown
GCA_050653835.1,clinical,Unknown,Unknown
GCA_050653815.1,clinical,Unknown,Unknown
GCA_050653795.1,clinical,Unknown,Unknown
GCA_050653635.1,clinical,Unknown,Unknown
GCA_050653615.1,clinical,Unknown,Unknown
GCA_050653595.1,clinical,Unknown,Unknown
GCA_050653575.1,clinical,Unknown,Unknown
GCA_050653555.1,clinical,Unknown,Unknown
GCA_050653535.1,clinical,Unknown,Unknown
GCA_050653515.1,clinical,Unknown,Unknown
GCA_050653495.1,clinical,Unknown,Unknown
GCA_050653475.1,clinical,Unknown,Unknown
GCA_050653755.1,clinical,Unknown,Unknown
GCA_050653735.1,clinical,Unknown,Unknown
GCA_050653695.1,clinical,Unknown,Unknown
GCA_050653675.1,clinical,Unknown,Unknown
GCA_050653655.1,clinical,Unknown,Unknown
GCA_050653455.1,clinical,Unknown,Unknown
GCA_050653435.1,clinical,Unknown,Unknown
GCA_050653415.1,clinical,Unknown,Unknown
GCA_050653395.1,clinical,Unknown,Unknown
GCA_050653375.1,clinical,Unknown,Unknown
GCA_050653355.1,clinical,Unknown,Unknown
GCA_050653335.1,clinical,Unknown,Unknown
GCA_050653315.1,clinical,Unknown,Unknown
GCA_050653295.1,clinical,Unknown,Unknown
GCA_050653275.1,clinical,Unknown,Unknown
GCA_050653255.1,clinical,Unknown,Unknown
GCA_050653235.1,clinical,Unknown,Unknown
GCA_050705715.1,clinical,Unknown,Unknown
GCA_050653215.1,clinical,Unknown,Unknown
GCA_050653175.1,clinical,Unknown,Unknown
GCA_050653195.1,clinical,Unknown,Unknown
GCA_050653155.1,clinical,Unknown,Unknown
GCA_050653135.1,clinical,Unknown,Unknown
GCA_050653115.1,clinical,Unknown,Unknown
GCA_050653095.1,clinical,Unknown,Unknown
GCA_050653075.1,clinical,Unknown,Unknown
GCA_050653055.1,clinical,Unknown,Unknown
GCA_050653035.1,clinical,Unknown,Unknown
GCA_050652995.1,clinical,Unknown,Unknown
GCA_050653015.1,clinical,Unknown,Unknown
GCA_050652975.1,clinical,Unknown,Unknown
GCA_050652955.1,clinical,Unknown,Unknown
GCA_050652935.1,clinical,Unknown,Unknown
GCA_050652915.1,clinical,Unknown,Unknown
GCA_050652895.1,clinical,Unknown,Unknown
GCA_050652875.1,clinical,Unknown,Unknown
GCA_050652855.1,clinical,Unknown,Unknown
GCA_050652835.1,clinical,Unknown,Unknown
GCA_050652815.1,clinical,Unknown,Unknown
GCA_050652795.1,clinical,Unknown,Unknown
GCA_050652775.1,clinical,Unknown,Unknown
GCA_050652755.1,clinical,Unknown,Unknown
GCA_050652735.1,clinical,Unknown,Unknown
GCA_050652715.1,clinical,Unknown,Unknown
GCA_050652695.1,clinical,Unknown,Unknown
GCA_050652675.1,clinical,Unknown,Unknown
GCA_050652655.1,clinical,Unknown,Unknown
GCA_050652635.1,clinical,Unknown,Unknown
GCA_050652615.1,clinical,Unknown,Unknown
GCA_050652595.1,clinical,Unknown,Unknown
GCA_050652575.1,clinical,Unknown,Unknown
GCA_050652555.1,clinical,Unknown,Unknown
GCA_050652535.1,clinical,Unknown,Unknown
GCA_050652515.1,clinical,Unknown,Unknown
GCA_050652495.1,clinical,Unknown,Unknown
GCA_050705695.1,clinical,Unknown,Unknown
GCA_050652475.1,clinical,Unknown,Unknown
GCA_050652455.1,clinical,Unknown,Unknown
GCA_050652435.1,clinical,Unknown,Unknown
GCA_050652415.1,clinical,Unknown,Unknown
GCA_050652395.1,clinical,Unknown,Unknown
GCA_050652375.1,clinical,Unknown,Unknown
GCA_050652355.1,clinical,Unknown,Unknown
GCA_050652335.1,clinical,Unknown,Unknown
GCA_050652315.1,clinical,Unknown,Unknown
GCA_050652295.1,clinical,Unknown,Unknown
GCA_050652275.1,clinical,Unknown,Unknown
GCA_050652255.1,clinical,Unknown,Unknown
GCA_050652235.1,clinical,Unknown,Unknown
GCA_050652215.1,clinical,Unknown,Unknown
GCA_050652195.1,clinical,Unknown,Unknown
GCA_050652175.1,environmental,Unknown,Unknown
GCA_050652155.1,environmental,Unknown,Unknown
GCA_050652135.1,environmental,Unknown,Unknown
GCA_050652115.1,environmental,Unknown,Unknown
GCA_050652095.1,environmental,Unknown,Unknown
GCA_050652075.1,environmental,Unknown,Unknown
GCA_050652055.1,environmental,Unknown,Unknown
GCA_050652035.1,environmental,Unknown,Unknown
GCA_050652015.1,clinical,Unknown,Unknown
GCA_050651995.1,environmental,Unknown,Unknown
GCA_050651975.1,environmental,Unknown,Unknown
GCA_050651955.1,environmental,Unknown,Unknown
GCA_050651935.1,environmental,Unknown,Unknown
GCA_050651915.1,environmental,Unknown,Unknown
GCA_050651895.1,environmental,Unknown,Unknown
GCA_050651875.1,environmental,Unknown,Unknown
GCA_050651855.1,environmental,Unknown,Unknown
GCA_050651835.1,environmental,Unknown,Unknown
GCA_050651815.1,environmental,Unknown,Unknown
GCA_050651795.1,environmental,Unknown,Unknown
GCA_050651775.1,environmental,Unknown,Unknown
GCA_050651755.1,environmental,Unknown,Unknown
GCA_050705935.1,environmental,Unknown,Unknown
GCA_050651735.1,environmental,Unknown,Unknown
GCA_050651715.1,environmental,Unknown,Unknown
GCA_050651695.1,environmental,Unknown,Unknown
GCA_050651675.1,environmental,Unknown,Unknown
GCA_050651655.1,environmental,Unknown,Unknown
GCA_050651615.1,environmental,Unknown,Unknown
GCA_050651635.1,clinical,Unknown,Unknown
GCA_050651595.1,environmental,Unknown,Unknown
GCA_050651555.1,environmental,Unknown,Unknown
GCA_050651575.1,environmental,Unknown,Unknown
GCA_050651535.1,clinical,Unknown,Unknown
GCA_050651495.1,environmental,Unknown,Unknown
GCA_050651515.1,environmental,Unknown,Unknown
GCA_050651475.1,environmental,Unknown,Unknown
GCA_050651455.1,environmental,Unknown,Unknown
GCA_050651435.1,environmental,Unknown,Unknown
GCA_050651415.1,environmental,Unknown,Unknown
GCA_050651375.1,environmental,Unknown,Unknown
GCA_050651395.1,environmental,Unknown,Unknown
GCA_050651355.1,environmental,Unknown,Unknown
GCA_050651335.1,environmental,Unknown,Unknown
GCA_050651315.1,clinical,Unknown,Unknown
GCA_050651295.1,clinical,Unknown,Unknown
GCA_050651235.1,environmental,Unknown,Unknown
GCA_050651255.1,environmental,Unknown,Unknown
GCA_050651275.1,environmental,Unknown,Unknown
GCA_050651215.1,environmental,Unknown,Unknown
GCA_050651195.1,environmental,Unknown,Unknown
GCA_050651175.1,environmental,Unknown,Unknown
GCA_050651115.1,environmental,Unknown,Unknown
GCA_050651135.1,environmental,Unknown,Unknown
GCA_050651155.1,environmental,Unknown,Unknown
GCA_050651095.1,environmental,Unknown,Unknown
GCA_050651075.1,environmental,Unknown,Unknown
GCA_050651055.1,environmental,Unknown,Unknown
GCA_050651035.1,environmental,Unknown,Unknown
GCA_050651015.1,environmental,Unknown,Unknown
GCA_050650995.1,clinical,Unknown,Unknown
GCA_050650975.1,clinical,Unknown,Unknown
GCA_050650955.1,clinical,Unknown,Unknown
GCA_050650935.1,environmental,Unknown,Unknown
GCA_050650915.1,clinical,Unknown,Unknown
GCA_050650895.1,clinical,Unknown,Unknown
GCA_050650875.1,clinical,Unknown,Unknown
GCA_050650835.1,clinical,Unknown,Unknown
GCA_050650855.1,clinical,Unknown,Unknown
GCA_050650815.1,clinical,Unknown,Unknown
GCA_050650795.1,clinical,Unknown,Unknown
GCA_050650775.1,clinical,Unknown,Unknown
GCA_050650755.1,clinical,Unknown,Unknown
GCA_050650735.1,clinical,Unknown,Unknown
GCA_050650715.1,clinical,Unknown,Unknown
GCA_050650695.1,clinical,Unknown,Unknown
GCA_050650675.1,clinical,Unknown,Unknown
GCA_050650655.1,clinical,Unknown,Unknown
GCA_050650635.1,clinical,Unknown,Unknown
GCA_050650615.1,clinical,Unknown,Unknown
GCA_050650595.1,clinical,Unknown,Unknown
GCA_050650575.1,clinical,Unknown,Unknown
GCA_050650555.1,clinical,Unknown,Unknown
GCA_050650515.1,clinical,Unknown,Unknown
GCA_050650535.1,clinical,Unknown,Unknown
GCA_050650495.1,clinical,Unknown,Unknown
GCA_050650475.1,clinical,Unknown,Unknown
GCA_050650455.1,clinical,Unknown,Unknown
GCA_050650435.1,clinical,Unknown,Unknown
GCA_050650415.1,clinical,Unknown,Unknown
GCA_050650395.1,clinical,Unknown,Unknown
GCA_050650355.1,clinical,Unknown,Unknown
GCA_050650375.1,clinical,Unknown,Unknown
GCA_050650335.1,clinical,Unknown,Unknown
GCA_050650295.1,clinical,Unknown,Unknown
GCA_050650315.1,clinical,Unknown,Unknown
GCA_050650275.1,clinical,Unknown,Unknown
GCA_050650235.1,clinical,Unknown,Unknown
GCA_050650255.1,clinical,Unknown,Unknown
GCA_050650215.1,clinical,Unknown,Unknown
GCA_050650175.1,clinical,Unknown,Unknown
GCA_050650195.1,clinical,Unknown,Unknown
GCA_050650155.1,clinical,Unknown,Unknown
GCA_050650135.1,clinical,Unknown,Unknown
GCA_050650115.1,clinical,Unknown,Unknown
GCA_050650095.1,clinical,Unknown,Unknown
GCA_050650075.1,clinical,Unknown,Unknown
GCA_050650055.1,clinical,Unknown,Unknown
GCA_050650035.1,clinical,Unknown,Unknown
GCA_050650015.1,clinical,Unknown,Unknown
GCA_050649995.1,clinical,Unknown,Unknown
GCA_050649975.1,clinical,Unknown,Unknown
GCA_050649955.1,clinical,Unknown,Unknown
GCA_050649935.1,clinical,Unknown,Unknown
GCA_050649915.1,clinical,Unknown,Unknown
GCA_050649895.1,clinical,Unknown,Unknown
GCA_050649875.1,clinical,Unknown,Unknown
GCA_050649855.1,clinical,Unknown,Unknown
GCA_050649835.1,clinical,Unknown,Unknown
GCA_050649815.1,clinical,Unknown,Unknown
GCA_050649795.1,clinical,Unknown,Unknown
GCA_050649755.1,clinical,Unknown,Unknown
GCA_050649735.1,clinical,Unknown,Unknown
GCA_050649775.1,clinical,Unknown,Unknown
GCA_050649715.1,clinical,Unknown,Unknown
GCA_050649685.1,clinical,Unknown,Unknown
GCA_050649675.1,clinical,Unknown,Unknown
GCA_050649655.1,clinical,Unknown,Unknown
GCA_050649635.1,clinical,Unknown,Unknown
GCA_050649615.1,clinical,Unknown,Unknown
GCA_050649595.1,clinical,Unknown,Unknown
GCA_050649575.1,clinical,Unknown,Unknown
GCA_050649555.1,clinical,Unknown,Unknown
GCA_050649535.1,clinical,Unknown,Unknown
GCA_050649495.1,clinical,Unknown,Unknown
GCA_050649515.1,clinical,Unknown,Unknown
GCA_050649475.1,clinical,Unknown,Unknown
GCA_050649455.1,clinical,Unknown,Unknown
GCA_050649435.1,clinical,Unknown,Unknown
GCA_050649415.1,clinical,Unknown,Unknown
GCA_050649375.1,clinical,Unknown,Unknown
GCA_050649395.1,clinical,Unknown,Unknown
GCA_050649355.1,clinical,Unknown,Unknown
GCA_050649315.1,clinical,Unknown,Unknown
GCA_050649335.1,clinical,Unknown,Unknown
GCA_050649295.1,clinical,Unknown,Unknown
GCA_050649275.1,clinical,Unknown,Unknown
GCA_050649255.1,clinical,Unknown,Unknown
GCA_050705895.1,clinical,Unknown,Unknown
GCA_050649235.1,clinical,Unknown,Unknown
GCA_050649215.1,clinical,Unknown,Unknown
GCA_050649195.1,clinical,Unknown,Unknown
GCA_050649175.1,clinical,Unknown,Unknown
GCA_050649135.1,clinical,Unknown,Unknown
GCA_050649155.1,clinical,Unknown,Unknown
GCA_050649115.1,clinical,Unknown,Unknown
GCA_050705915.1,clinical,Unknown,Unknown
GCA_050649095.1,clinical,Unknown,Unknown
GCA_050649075.1,clinical,Unknown,Unknown
GCA_050649055.1,clinical,Unknown,Unknown
GCA_050649035.1,clinical,Unknown,Unknown
GCA_050649015.1,clinical,Unknown,Unknown
GCA_050648995.1,clinical,Unknown,Unknown
GCA_050648975.1,clinical,Unknown,Unknown
GCA_050648955.1,clinical,Unknown,Unknown
GCA_050648935.1,clinical,Unknown,Unknown
GCA_050648915.1,clinical,Unknown,Unknown
GCA_050648895.1,clinical,Unknown,Unknown
GCA_050648875.1,clinical,Unknown,Unknown
GCA_050648835.1,clinical,Unknown,Unknown
GCA_050648855.1,clinical,Unknown,Unknown
GCA_050648815.1,clinical,Unknown,Unknown
GCA_050648795.1,clinical,Unknown,Unknown
GCA_050648775.1,clinical,Unknown,Unknown
GCA_050648755.1,clinical,Unknown,Unknown
GCA_050648735.1,clinical,Unknown,Unknown
GCA_050648715.1,clinical,Unknown,Unknown
GCA_050648695.1,clinical,Unknown,Unknown
GCA_050648635.1,clinical,Unknown,Unknown
GCA_050705675.1,clinical,Unknown,Unknown
GCA_050648655.1,clinical,Unknown,Unknown
GCA_050648675.1,clinical,Unknown,Unknown
GCA_050648595.1,clinical,Unknown,Unknown
GCA_050648615.1,clinical,Unknown,Unknown
GCA_050648575.1,clinical,Unknown,Unknown
GCA_050648535.1,clinical,Unknown,Unknown
GCA_050648555.1,clinical,Unknown,Unknown
GCA_050648515.1,clinical,Unknown,Unknown
GCA_050648475.1,clinical,Unknown,Unknown
GCA_050648495.1,clinical,Unknown,Unknown
GCA_050648455.1,clinical,Unknown,Unknown
GCA_050648425.1,clinical,Unknown,Unknown
GCA_050648415.1,clinical,Unknown,Unknown
GCA_050648355.1,clinical,Unknown,Unknown
GCA_050648335.1,clinical,Unknown,Unknown
GCA_050648295.1,clinical,Unknown,Unknown
GCA_050648315.1,clinical,Unknown,Unknown
GCA_050648275.1,clinical,Unknown,Unknown
GCA_050648255.1,clinical,Unknown,Unknown
GCA_050648235.1,clinical,Unknown,Unknown
GCA_050648215.1,clinical,Unknown,Unknown
GCA_050648395.1,clinical,Unknown,Unknown
GCA_050648195.1,clinical,Unknown,Unknown
GCA_050648175.1,clinical,Unknown,Unknown
GCA_050648155.1,clinical,Unknown,Unknown
GCA_050648135.1,clinical,Unknown,Unknown
GCA_050648375.1,clinical,Unknown,Unknown
GCA_050648095.1,clinical,Unknown,Unknown
GCA_050648115.1,clinical,Unknown,Unknown
GCA_050680275.1,sputum,Clinical,Respiratory
GCA_050677335.1,urine,Clinical,Urinary
GCA_050683095.1,respiratory,Clinical,Respiratory
GCA_050686275.1,Tissue,Unknown,Unknown
GCA_050689655.1,sputum,Clinical,Respiratory
GCA_050693955.1,urine,Clinical,Urinary
GCA_050702555.1,Tissue,Unknown,Unknown
GCA_050642295.1,89-year-old man with urinary tract infection.,Clinical,Urinary
GCA_050714055.1,sputum,Clinical,Respiratory
GCA_050717235.1,respiratory,Clinical,Respiratory
GCA_050712595.1,Left Ear,Clinical,Ear_Nose_Throat
GCA_050713975.1,urine,Clinical,Urinary
GCA_050822445.1,respiratory,Clinical,Respiratory
GCA_050712805.1,sputum,Clinical,Respiratory
GCA_050713175.1,tracheal aspirate,Clinical,Respiratory
GCA_050736825.1,urine,Clinical,Urinary
GCA_050736475.1,,Unknown,Unknown
GCA_050735115.1,,Unknown,Unknown
GCA_050742915.1,,Unknown,Unknown
GCA_050735095.1,,Unknown,Unknown
GCA_050735035.1,,Unknown,Unknown
GCA_050734995.1,,Unknown,Unknown
GCA_050734975.1,,Unknown,Unknown
GCA_050734935.1,,Unknown,Unknown
GCA_050734835.1,,Unknown,Unknown
GCA_050734775.1,,Unknown,Unknown
GCA_050734815.1,,Unknown,Unknown
GCA_050734665.1,,Unknown,Unknown
GCA_050734695.1,,Unknown,Unknown
GCA_050734655.1,,Unknown,Unknown
GCA_050734555.1,,Unknown,Unknown
GCA_050734535.1,,Unknown,Unknown
GCA_050734575.1,,Unknown,Unknown
GCA_050734415.1,,Unknown,Unknown
GCA_050779225.1,Tissue,Unknown,Unknown
GCA_050767475.1,Bronchial wash,Clinical,Respiratory
GCA_050779845.1,,Unknown,Unknown
GCA_050767855.1,other,Unknown,Unknown
GCA_050767765.1,respiratory,Clinical,Respiratory
GCA_050767755.1,other,Unknown,Unknown
GCA_050779205.1,sputum,Clinical,Respiratory
GCA_050779185.1,urine,Clinical,Urinary
GCA_050779825.1,urine,Clinical,Urinary
GCA_050767435.1,blood,Clinical,Bloodstream
GCA_050815345.1,,Unknown,Unknown
GCA_050803725.1,,Unknown,Unknown
GCA_050803625.1,,Unknown,Unknown
GCA_050854935.1,Buttocks,Unknown,Unknown
GCA_050751225.1,urine,Clinical,Urinary
GCA_050751285.1,Pus,Clinical,Skin_Soft_Tissue
GCA_050751305.1,urine,Clinical,Urinary
GCA_050751345.1,sputum,Clinical,Respiratory
